'Time','SaO2','PR','EEG(sec)','ECG','EMG','EOG(L)','EOG(R)','EEG','AIRFLOW','THOR RES','ABDO RES'
'[23:30:53.400]',96.011,57.286,0.980,-0.204,-1.459,-9.804,-15.686,4.902,3.984,1.380,0.314
'[23:30:53.404]',96.011,57.286,0.980,-0.204,-1.459,-9.804,-15.686,4.902,3.984,1.380,0.314
'[23:30:53.408]',96.011,57.286,-2.941,-0.204,0.243,-9.804,-15.686,4.902,3.984,1.380,0.314
'[23:30:53.412]',96.011,57.286,-2.941,-0.212,0.243,-9.804,-15.686,4.902,3.984,1.380,0.314
'[23:30:53.416]',96.011,57.286,-3.922,-0.204,2.918,-9.804,-15.686,3.922,3.984,1.380,0.314
'[23:30:53.420]',96.011,57.286,-3.922,-0.212,2.918,-8.824,-14.706,3.922,3.984,1.380,0.314
'[23:30:53.424]',96.011,57.286,-7.843,-0.220,2.918,-8.824,-14.706,-0.000,3.984,1.380,0.314
'[23:30:53.428]',96.011,57.286,-7.843,-0.220,2.918,-8.824,-14.706,-0.000,3.984,1.380,0.314
'[23:30:53.432]',96.011,57.286,-3.922,-0.220,1.459,-8.824,-14.706,-1.961,3.984,1.380,0.314
'[23:30:53.436]',96.011,57.286,-3.922,-0.220,1.459,-8.824,-14.706,-1.961,3.984,1.380,0.314
'[23:30:53.440]',96.011,57.286,-3.922,-0.227,-0.973,-3.922,-10.784,0.980,3.984,1.380,0.314
'[23:30:53.444]',96.011,57.286,-3.922,-0.227,-0.973,-3.922,-10.784,0.980,3.984,1.380,0.314
'[23:30:53.448]',96.011,57.286,0.980,-0.227,3.404,-3.922,-10.784,4.902,3.984,1.380,0.314
'[23:30:53.452]',96.011,57.286,0.980,-0.227,3.404,-3.922,-10.784,4.902,3.984,1.380,0.314
'[23:30:53.456]',96.011,57.286,0.980,-0.243,1.702,-3.922,-10.784,4.902,3.984,1.380,0.314
'[23:30:53.460]',96.011,57.286,0.980,-0.251,1.702,-4.902,-6.863,4.902,3.984,1.380,0.314
'[23:30:53.464]',96.011,57.286,4.902,-0.251,-0.729,-4.902,-6.863,3.922,3.984,1.380,0.314
'[23:30:53.468]',96.011,57.286,4.902,-0.251,-0.729,-4.902,-6.863,3.922,3.984,1.380,0.314
'[23:30:53.472]',96.011,57.286,3.922,-0.259,-2.675,-4.902,-6.863,1.961,3.984,1.380,0.314
'[23:30:53.476]',96.011,57.286,3.922,-0.267,-2.675,-4.902,-6.863,1.961,3.984,1.380,0.314
'[23:30:53.480]',96.011,57.286,5.882,-0.267,0.243,-0.980,-3.922,6.863,3.984,1.380,0.314
'[23:30:53.484]',96.011,57.286,5.882,-0.267,0.243,-0.980,-3.922,6.863,3.984,1.380,0.314
'[23:30:53.488]',96.011,57.286,7.843,-0.267,-2.188,-0.980,-3.922,11.765,3.984,1.380,0.314
'[23:30:53.492]',96.011,57.286,7.843,-0.275,-2.188,-0.980,-3.922,11.765,3.984,1.380,0.314
'[23:30:53.496]',96.011,57.286,11.765,-0.275,-2.188,-0.980,-3.922,14.706,3.984,1.380,0.314
'[23:30:53.500]',96.011,57.286,11.765,-0.275,-2.188,-0.980,-3.922,14.706,3.984,1.412,0.282
'[23:30:53.504]',96.011,57.286,12.745,-0.275,0.973,-0.980,-3.922,12.745,3.984,1.412,0.282
'[23:30:53.508]',96.011,57.286,12.745,-0.282,0.973,-0.980,-3.922,12.745,3.984,1.412,0.282
'[23:30:53.512]',96.011,57.286,13.725,-0.282,-1.945,-0.980,-3.922,8.824,3.984,1.412,0.282
'[23:30:53.516]',96.011,57.286,13.725,-0.275,-1.945,-0.980,-3.922,8.824,3.984,1.412,0.282
'[23:30:53.520]',96.011,57.286,12.745,-0.275,-0.486,-1.961,-1.961,3.922,3.984,1.412,0.282
'[23:30:53.524]',96.011,57.286,12.745,-0.282,-0.486,-1.961,-1.961,3.922,3.984,1.412,0.282
'[23:30:53.528]',96.011,57.286,7.843,-0.282,0.486,-1.961,-1.961,4.902,3.984,1.412,0.282
'[23:30:53.532]',96.011,57.286,7.843,-0.282,0.486,-1.961,-1.961,4.902,3.984,1.412,0.282
'[23:30:53.536]',96.011,57.286,4.902,-0.275,2.431,-1.961,-1.961,6.863,3.984,1.412,0.282
'[23:30:53.540]',96.011,57.286,4.902,-0.282,2.431,0.980,-0.980,6.863,3.984,1.412,0.282
'[23:30:53.544]',96.011,57.286,-0.000,-0.290,2.431,0.980,-0.980,6.863,3.984,1.412,0.282
'[23:30:53.548]',96.011,57.286,-0.000,-0.282,2.431,0.980,-0.980,6.863,3.984,1.412,0.282
'[23:30:53.552]',96.011,57.286,-1.961,-0.275,-4.376,0.980,-0.980,2.941,3.984,1.412,0.282
'[23:30:53.556]',96.011,57.286,-1.961,-0.282,-4.376,0.980,-0.980,2.941,3.984,1.412,0.282
'[23:30:53.560]',96.011,57.286,-2.941,-0.282,0.729,-4.902,-1.961,-1.961,3.984,1.412,0.282
'[23:30:53.564]',96.011,57.286,-2.941,-0.275,0.729,-4.902,-1.961,-1.961,3.984,1.412,0.282
'[23:30:53.568]',96.011,57.286,3.922,-0.267,4.133,-4.902,-1.961,-4.902,3.984,1.412,0.282
'[23:30:53.572]',96.011,57.286,3.922,-0.267,4.133,-4.902,-1.961,-4.902,3.984,1.412,0.282
'[23:30:53.576]',96.011,57.286,5.882,-0.275,-1.702,-4.902,-1.961,-4.902,3.984,1.412,0.282
'[23:30:53.580]',96.011,57.286,5.882,-0.267,-1.702,-0.000,-0.980,-4.902,3.984,1.412,0.282
'[23:30:53.584]',96.011,57.286,11.765,-0.259,-0.243,-0.000,-0.980,-0.980,3.984,1.412,0.282
'[23:30:53.588]',96.011,57.286,11.765,-0.259,-0.243,-0.000,-0.980,-0.980,3.984,1.412,0.282
'[23:30:53.592]',96.011,57.286,7.843,-0.267,0.243,-0.000,-0.980,4.902,3.984,1.412,0.282
'[23:30:53.596]',96.011,57.286,7.843,-0.267,0.243,-0.000,-0.980,4.902,3.984,1.412,0.282
'[23:30:53.600]',96.011,57.286,5.882,-0.259,0.973,-7.843,-3.922,3.922,3.984,1.443,0.314
'[23:30:53.604]',96.011,57.286,5.882,-0.259,0.973,-7.843,-3.922,3.922,3.984,1.443,0.314
'[23:30:53.608]',96.011,57.286,1.961,-0.259,-1.702,-7.843,-3.922,-5.882,3.984,1.443,0.314
'[23:30:53.612]',96.011,57.286,1.961,-0.251,-1.702,-7.843,-3.922,-5.882,3.984,1.443,0.314
'[23:30:53.616]',96.011,57.286,6.863,-0.243,0.243,-7.843,-3.922,-9.804,3.984,1.443,0.314
'[23:30:53.620]',96.011,57.286,6.863,-0.243,0.243,-9.804,-0.980,-9.804,3.984,1.443,0.314
'[23:30:53.624]',96.011,57.286,5.882,-0.251,1.459,-9.804,-0.980,-10.784,3.984,1.443,0.314
'[23:30:53.628]',96.011,57.286,5.882,-0.251,1.459,-9.804,-0.980,-10.784,3.984,1.443,0.314
'[23:30:53.632]',96.011,57.286,5.882,-0.243,0.243,-9.804,-0.980,-3.922,3.984,1.443,0.314
'[23:30:53.636]',96.011,57.286,5.882,-0.235,0.243,-9.804,-0.980,-3.922,3.984,1.443,0.314
'[23:30:53.640]',96.011,57.286,1.961,-0.243,-4.133,-4.902,-2.941,4.902,3.984,1.443,0.314
'[23:30:53.644]',96.011,57.286,1.961,-0.235,-4.133,-4.902,-2.941,4.902,3.984,1.443,0.314
'[23:30:53.648]',96.011,57.286,4.902,-0.235,-1.459,-4.902,-2.941,7.843,3.984,1.443,0.314
'[23:30:53.652]',96.011,57.286,4.902,-0.227,-1.459,-4.902,-2.941,7.843,3.984,1.443,0.314
'[23:30:53.656]',96.011,57.286,3.922,-0.235,1.702,-4.902,-2.941,3.922,3.984,1.443,0.314
'[23:30:53.660]',96.011,57.286,3.922,-0.235,1.702,-10.784,-0.980,3.922,3.984,1.443,0.314
'[23:30:53.664]',96.011,57.286,5.882,-0.235,1.945,-10.784,-0.980,-2.941,3.984,1.443,0.314
'[23:30:53.668]',96.011,57.286,5.882,-0.227,1.945,-10.784,-0.980,-2.941,3.984,1.443,0.314
'[23:30:53.672]',96.011,57.286,4.902,-0.227,3.404,-10.784,-0.980,-8.824,3.984,1.443,0.314
'[23:30:53.676]',96.011,57.286,4.902,-0.235,3.404,-10.784,-0.980,-8.824,3.984,1.443,0.314
'[23:30:53.680]',96.011,57.286,5.882,-0.235,0.243,-6.863,-1.961,-3.922,3.984,1.443,0.314
'[23:30:53.684]',96.011,57.286,5.882,-0.227,0.243,-6.863,-1.961,-3.922,3.984,1.443,0.314
'[23:30:53.688]',96.011,57.286,3.922,-0.235,1.945,-6.863,-1.961,4.902,3.984,1.443,0.314
'[23:30:53.692]',96.011,57.286,3.922,-0.243,1.945,-6.863,-1.961,4.902,3.984,1.443,0.314
'[23:30:53.696]',96.011,57.286,5.882,-0.235,-4.376,-6.863,-1.961,9.804,3.984,1.443,0.314
'[23:30:53.700]',96.011,57.286,5.882,-0.235,-4.376,-5.882,-3.922,9.804,3.984,1.443,0.345
'[23:30:53.704]',96.011,57.286,11.765,-0.235,1.945,-5.882,-3.922,6.863,3.984,1.443,0.345
'[23:30:53.708]',96.011,57.286,11.765,-0.243,1.945,-5.882,-3.922,6.863,3.984,1.443,0.345
'[23:30:53.712]',96.011,57.286,18.627,-0.243,2.431,-5.882,-3.922,-0.000,3.984,1.443,0.345
'[23:30:53.716]',96.011,57.286,18.627,-0.235,2.431,-5.882,-3.922,-0.000,3.984,1.443,0.345
'[23:30:53.720]',96.011,57.286,20.588,-0.235,-0.243,-4.902,-0.980,-3.922,3.984,1.443,0.345
'[23:30:53.724]',96.011,57.286,20.588,-0.243,-0.243,-4.902,-0.980,-3.922,3.984,1.443,0.345
'[23:30:53.728]',96.011,57.286,22.549,-0.243,1.216,-4.902,-0.980,-0.000,3.984,1.443,0.345
'[23:30:53.732]',96.011,57.286,22.549,-0.243,1.216,-4.902,-0.980,-0.000,3.984,1.443,0.345
'[23:30:53.736]',96.011,57.286,26.471,-0.235,0.973,-4.902,-0.980,9.804,3.984,1.443,0.345
'[23:30:53.740]',96.011,57.286,26.471,-0.243,0.973,-3.922,-0.000,9.804,3.984,1.443,0.345
'[23:30:53.744]',96.011,57.286,27.451,-0.243,1.459,-3.922,-0.000,15.686,3.984,1.443,0.345
'[23:30:53.748]',96.011,57.286,27.451,-0.243,1.459,-3.922,-0.000,15.686,3.984,1.443,0.345
'[23:30:53.752]',96.011,57.286,23.529,-0.235,-2.188,-3.922,-0.000,13.725,3.984,1.443,0.345
'[23:30:53.756]',96.011,57.286,23.529,-0.243,-2.188,-3.922,-0.000,13.725,3.984,1.443,0.345
'[23:30:53.760]',96.011,57.286,14.706,-0.243,-0.243,-6.863,-2.941,8.824,3.984,1.443,0.345
'[23:30:53.764]',96.011,57.286,14.706,-0.243,-0.243,-6.863,-2.941,8.824,3.984,1.443,0.345
'[23:30:53.768]',96.011,57.286,9.804,-0.235,-3.161,-6.863,-2.941,7.843,3.984,1.443,0.345
'[23:30:53.772]',96.011,57.286,9.804,-0.243,-3.161,-6.863,-2.941,7.843,3.984,1.443,0.345
'[23:30:53.776]',96.011,57.286,2.941,-0.251,2.188,-6.863,-2.941,8.824,3.984,1.443,0.345
'[23:30:53.780]',96.011,57.286,2.941,-0.243,2.188,-7.843,-6.863,8.824,3.984,1.443,0.345
'[23:30:53.784]',96.011,57.286,0.980,-0.243,1.702,-7.843,-6.863,7.843,3.984,1.443,0.345
'[23:30:53.788]',96.011,57.286,0.980,-0.243,1.702,-7.843,-6.863,7.843,3.984,1.443,0.345
'[23:30:53.792]',96.011,57.286,-3.922,-0.243,-2.675,-7.843,-6.863,4.902,3.984,1.443,0.345
'[23:30:53.796]',96.011,57.286,-3.922,-0.251,-2.675,-7.843,-6.863,4.902,3.984,1.443,0.345
'[23:30:53.800]',96.011,57.286,-3.922,-0.243,-1.459,-7.843,-12.745,3.922,3.984,1.349,0.314
'[23:30:53.804]',96.011,57.286,-3.922,-0.243,-1.459,-7.843,-12.745,3.922,3.984,1.349,0.314
'[23:30:53.808]',96.011,57.286,-9.804,-0.235,-3.161,-7.843,-12.745,1.961,3.984,1.349,0.314
'[23:30:53.812]',96.011,57.286,-9.804,-0.235,-3.161,-7.843,-12.745,1.961,3.984,1.349,0.314
'[23:30:53.816]',96.011,57.286,-6.863,-0.227,-0.729,-7.843,-12.745,-0.000,3.984,1.349,0.314
'[23:30:53.820]',96.011,57.286,-6.863,-0.220,-0.729,-9.804,-10.784,-0.000,3.984,1.349,0.314
'[23:30:53.824]',96.011,57.286,-5.882,-0.227,3.647,-9.804,-10.784,0.980,3.984,1.349,0.314
'[23:30:53.828]',96.011,57.286,-5.882,-0.227,3.647,-9.804,-10.784,0.980,3.984,1.349,0.314
'[23:30:53.832]',96.011,57.286,-1.961,-0.220,-0.729,-9.804,-10.784,2.941,3.984,1.349,0.314
'[23:30:53.836]',96.011,57.286,-1.961,-0.220,-0.729,-9.804,-10.784,2.941,3.984,1.349,0.314
'[23:30:53.840]',96.011,57.286,-1.961,-0.220,-0.486,-6.863,-13.725,3.922,3.984,1.349,0.314
'[23:30:53.844]',96.011,57.286,-1.961,-0.220,-0.486,-6.863,-13.725,3.922,3.984,1.349,0.314
'[23:30:53.848]',96.011,57.286,8.824,-0.212,-2.431,-6.863,-13.725,5.882,3.984,1.349,0.314
'[23:30:53.852]',96.011,57.286,8.824,-0.196,-2.431,-6.863,-13.725,5.882,3.984,1.349,0.314
'[23:30:53.856]',96.011,57.286,13.725,-0.196,0.729,-6.863,-13.725,8.824,3.984,1.349,0.314
'[23:30:53.860]',96.011,57.286,13.725,-0.196,0.729,-4.902,-6.863,8.824,3.984,1.349,0.314
'[23:30:53.864]',96.011,57.286,13.725,-0.196,-0.000,-4.902,-6.863,12.745,3.984,1.349,0.314
'[23:30:53.868]',96.011,57.286,13.725,-0.204,-0.000,-4.902,-6.863,12.745,3.984,1.349,0.314
'[23:30:53.872]',96.011,57.286,8.824,-0.212,2.431,-4.902,-6.863,14.706,3.984,1.349,0.314
'[23:30:53.876]',96.011,57.286,8.824,-0.220,2.431,-4.902,-6.863,14.706,3.984,1.349,0.314
'[23:30:53.880]',96.011,57.286,8.824,-0.220,3.161,-6.863,-8.824,10.784,3.984,1.349,0.314
'[23:30:53.884]',96.011,57.286,8.824,-0.220,3.161,-6.863,-8.824,10.784,3.984,1.349,0.314
'[23:30:53.888]',96.011,57.286,7.843,-0.227,-1.216,-6.863,-8.824,3.922,3.984,1.349,0.314
'[23:30:53.892]',96.011,57.286,7.843,-0.235,-1.216,-6.863,-8.824,3.922,3.984,1.349,0.314
'[23:30:53.896]',96.011,57.286,5.882,-0.227,-3.161,-6.863,-8.824,-0.980,3.984,1.349,0.314
'[23:30:53.900]',96.011,57.286,5.882,-0.227,-3.161,-9.804,-10.784,-0.980,3.984,1.224,0.251
'[23:30:53.904]',96.011,57.286,-0.980,-0.235,1.459,-9.804,-10.784,-2.941,3.984,1.224,0.251
'[23:30:53.908]',96.011,57.286,-0.980,-0.251,1.459,-9.804,-10.784,-2.941,3.984,1.224,0.251
'[23:30:53.912]',96.011,57.286,-7.843,-0.267,0.486,-9.804,-10.784,-8.824,3.984,1.224,0.251
'[23:30:53.916]',96.011,57.286,-7.843,-0.267,0.486,-9.804,-10.784,-8.824,3.984,1.224,0.251
'[23:30:53.920]',96.011,57.286,-8.824,-0.275,-2.431,-9.804,-10.784,-15.686,3.984,1.224,0.251
'[23:30:53.924]',96.011,57.286,-8.824,-0.282,-2.431,-9.804,-10.784,-15.686,3.984,1.224,0.251
'[23:30:53.928]',96.011,57.286,-8.824,-0.282,0.486,-9.804,-10.784,-17.647,3.984,1.224,0.251
'[23:30:53.932]',96.011,57.286,-8.824,-0.275,0.486,-9.804,-10.784,-17.647,3.984,1.224,0.251
'[23:30:53.936]',96.011,57.286,-3.922,-0.275,-0.486,-9.804,-10.784,-14.706,3.984,1.224,0.251
'[23:30:53.940]',96.011,57.286,-3.922,-0.282,-0.486,-7.843,-6.863,-14.706,3.984,1.224,0.251
'[23:30:53.944]',96.011,57.286,-0.000,-0.282,-0.486,-7.843,-6.863,-9.804,3.984,1.224,0.251
'[23:30:53.948]',96.011,57.286,-0.000,-0.282,-0.486,-7.843,-6.863,-9.804,3.984,1.224,0.251
'[23:30:53.952]',96.011,57.286,1.961,-0.275,-0.000,-7.843,-6.863,-5.882,3.984,1.224,0.251
'[23:30:53.956]',96.011,57.286,1.961,-0.282,-0.000,-7.843,-6.863,-5.882,3.984,1.224,0.251
'[23:30:53.960]',96.011,57.286,-0.980,-0.290,1.702,-7.843,-6.863,-4.902,3.984,1.224,0.251
'[23:30:53.964]',96.011,57.286,-0.980,-0.282,1.702,-7.843,-6.863,-4.902,3.984,1.224,0.251
'[23:30:53.968]',96.011,57.286,-0.000,-0.275,1.216,-7.843,-6.863,-1.961,3.984,1.224,0.251
'[23:30:53.972]',96.011,57.286,-0.000,-0.275,1.216,-7.843,-6.863,-1.961,3.984,1.224,0.251
'[23:30:53.976]',96.011,57.286,0.980,-0.267,-1.216,-7.843,-6.863,5.882,3.984,1.224,0.251
'[23:30:53.980]',96.011,57.286,0.980,-0.243,-1.216,-1.961,-3.922,5.882,3.984,1.224,0.251
'[23:30:53.984]',96.011,57.286,4.902,-0.180,0.243,-1.961,-3.922,14.706,3.984,1.224,0.251
'[23:30:53.988]',96.011,57.286,4.902,-0.063,0.243,-1.961,-3.922,14.706,3.984,1.224,0.251
'[23:30:53.992]',96.011,57.286,-0.000,0.102,2.188,-1.961,-3.922,16.667,3.984,1.224,0.251
'[23:30:53.996]',96.011,57.286,-0.000,0.337,2.188,-1.961,-3.922,16.667,3.984,1.224,0.251
'[23:30:54.000]',96.011,58.285,-0.000,0.588,-0.000,-4.902,-7.843,10.784,3.137,1.035,0.188
'[23:30:54.004]',96.011,58.285,-0.000,0.792,-0.000,-4.902,-7.843,10.784,3.137,1.035,0.188
'[23:30:54.008]',96.011,58.285,-0.000,0.902,-2.675,-4.902,-7.843,7.843,3.137,1.035,0.188
'[23:30:54.012]',96.011,58.285,-0.000,0.871,-2.675,-4.902,-7.843,7.843,3.137,1.035,0.188
'[23:30:54.016]',96.011,58.285,8.824,0.651,0.973,-4.902,-7.843,8.824,3.137,1.035,0.188
'[23:30:54.020]',96.011,58.285,8.824,0.251,0.973,-8.824,-6.863,8.824,3.137,1.035,0.188
'[23:30:54.024]',96.011,58.285,9.804,-0.235,-0.729,-8.824,-6.863,10.784,3.137,1.035,0.188
'[23:30:54.028]',96.011,58.285,9.804,-0.620,-0.729,-8.824,-6.863,10.784,3.137,1.035,0.188
'[23:30:54.032]',96.011,58.285,11.765,-0.808,-2.431,-8.824,-6.863,7.843,3.137,1.035,0.188
'[23:30:54.036]',96.011,58.285,11.765,-0.808,-2.431,-8.824,-6.863,7.843,3.137,1.035,0.188
'[23:30:54.040]',96.011,58.285,3.922,-0.690,-1.945,-8.824,-6.863,-0.000,3.137,1.035,0.188
'[23:30:54.044]',96.011,58.285,3.922,-0.541,-1.945,-8.824,-6.863,-0.000,3.137,1.035,0.188
'[23:30:54.048]',96.011,58.285,4.902,-0.416,5.835,-8.824,-6.863,-4.902,3.137,1.035,0.188
'[23:30:54.052]',96.011,58.285,4.902,-0.337,5.835,-8.824,-6.863,-4.902,3.137,1.035,0.188
'[23:30:54.056]',96.011,58.285,0.980,-0.314,2.675,-8.824,-6.863,-4.902,3.137,1.035,0.188
'[23:30:54.060]',96.011,58.285,0.980,-0.306,2.675,-11.765,-7.843,-4.902,3.137,1.035,0.188
'[23:30:54.064]',96.011,58.285,-1.961,-0.314,-4.133,-11.765,-7.843,-5.882,3.137,1.035,0.188
'[23:30:54.068]',96.011,58.285,-1.961,-0.306,-4.133,-11.765,-7.843,-5.882,3.137,1.035,0.188
'[23:30:54.072]',96.011,58.285,-2.941,-0.306,2.675,-11.765,-7.843,-8.824,3.137,1.035,0.188
'[23:30:54.076]',96.011,58.285,-2.941,-0.314,2.675,-11.765,-7.843,-8.824,3.137,1.035,0.188
'[23:30:54.080]',96.011,58.285,-0.980,-0.306,0.243,-11.765,-3.922,-10.784,3.137,1.035,0.188
'[23:30:54.084]',96.011,58.285,-0.980,-0.298,0.243,-11.765,-3.922,-10.784,3.137,1.035,0.188
'[23:30:54.088]',96.011,58.285,-4.902,-0.298,1.702,-11.765,-3.922,-9.804,3.137,1.035,0.188
'[23:30:54.092]',96.011,58.285,-4.902,-0.298,1.702,-11.765,-3.922,-9.804,3.137,1.035,0.188
'[23:30:54.096]',96.011,58.285,-5.882,-0.290,2.431,-11.765,-3.922,-10.784,3.137,1.035,0.188
'[23:30:54.100]',96.011,58.285,-5.882,-0.290,2.431,-8.824,-3.922,-10.784,1.631,0.847,0.125
'[23:30:54.104]',96.011,58.285,-6.863,-0.282,-2.431,-8.824,-3.922,-12.745,1.631,0.847,0.125
'[23:30:54.108]',96.011,58.285,-6.863,-0.290,-2.431,-8.824,-3.922,-12.745,1.631,0.847,0.125
'[23:30:54.112]',96.011,58.285,-6.863,-0.290,-0.486,-8.824,-3.922,-12.745,1.631,0.847,0.125
'[23:30:54.116]',96.011,58.285,-6.863,-0.282,-0.486,-8.824,-3.922,-12.745,1.631,0.847,0.125
'[23:30:54.120]',96.011,58.285,-3.922,-0.282,1.216,-7.843,-6.863,-9.804,1.631,0.847,0.125
'[23:30:54.124]',96.011,58.285,-3.922,-0.282,1.216,-7.843,-6.863,-9.804,1.631,0.847,0.125
'[23:30:54.128]',96.011,58.285,-1.961,-0.282,-1.216,-7.843,-6.863,-3.922,1.631,0.847,0.125
'[23:30:54.132]',96.011,58.285,-1.961,-0.275,-1.216,-7.843,-6.863,-3.922,1.631,0.847,0.125
'[23:30:54.136]',96.011,58.285,-1.961,-0.275,-0.486,-7.843,-6.863,-0.980,1.631,0.847,0.125
'[23:30:54.140]',96.011,58.285,-1.961,-0.275,-0.486,-5.882,-0.980,-0.980,1.631,0.847,0.125
'[23:30:54.144]',96.011,58.285,-4.902,-0.282,-2.188,-5.882,-0.980,-0.980,1.631,0.847,0.125
'[23:30:54.148]',96.011,58.285,-4.902,-0.275,-2.188,-5.882,-0.980,-0.980,1.631,0.847,0.125
'[23:30:54.152]',96.011,58.285,-3.922,-0.267,-0.486,-5.882,-0.980,-5.882,1.631,0.847,0.125
'[23:30:54.156]',96.011,58.285,-3.922,-0.275,-0.486,-5.882,-0.980,-5.882,1.631,0.847,0.125
'[23:30:54.160]',96.011,58.285,-4.902,-0.275,1.945,-11.765,-1.961,-12.745,1.631,0.847,0.125
'[23:30:54.164]',96.011,58.285,-4.902,-0.275,1.945,-11.765,-1.961,-12.745,1.631,0.847,0.125
'[23:30:54.168]',96.011,58.285,-3.922,-0.267,-1.459,-11.765,-1.961,-17.647,1.631,0.847,0.125
'[23:30:54.172]',96.011,58.285,-3.922,-0.267,-1.459,-11.765,-1.961,-17.647,1.631,0.847,0.125
'[23:30:54.176]',96.011,58.285,-6.863,-0.267,-1.945,-11.765,-1.961,-17.647,1.631,0.847,0.125
'[23:30:54.180]',96.011,58.285,-6.863,-0.267,-1.945,-11.765,-4.902,-17.647,1.631,0.847,0.125
'[23:30:54.184]',96.011,58.285,-8.824,-0.259,0.486,-11.765,-4.902,-17.647,1.631,0.847,0.125
'[23:30:54.188]',96.011,58.285,-8.824,-0.259,0.486,-11.765,-4.902,-17.647,1.631,0.847,0.125
'[23:30:54.192]',96.011,58.285,-11.765,-0.267,0.486,-11.765,-4.902,-18.627,1.631,0.847,0.125
'[23:30:54.196]',96.011,58.285,-11.765,-0.259,0.486,-11.765,-4.902,-18.627,1.631,0.847,0.125
'[23:30:54.200]',96.011,58.285,-9.804,-0.251,-2.188,-15.686,-7.843,-22.549,0.471,0.659,0.094
'[23:30:54.204]',96.011,58.285,-9.804,-0.251,-2.188,-15.686,-7.843,-22.549,0.471,0.659,0.094
'[23:30:54.208]',96.011,58.285,-9.804,-0.259,0.729,-15.686,-7.843,-24.510,0.471,0.659,0.094
'[23:30:54.212]',96.011,58.285,-9.804,-0.251,0.729,-15.686,-7.843,-24.510,0.471,0.659,0.094
'[23:30:54.216]',96.011,58.285,-4.902,-0.243,1.702,-15.686,-7.843,-22.549,0.471,0.659,0.094
'[23:30:54.220]',96.011,58.285,-4.902,-0.243,1.702,-9.804,-6.863,-22.549,0.471,0.659,0.094
'[23:30:54.224]',96.011,58.285,-4.902,-0.243,-0.973,-9.804,-6.863,-16.667,0.471,0.659,0.094
'[23:30:54.228]',96.011,58.285,-4.902,-0.243,-0.973,-9.804,-6.863,-16.667,0.471,0.659,0.094
'[23:30:54.232]',96.011,58.285,-0.000,-0.235,-0.486,-9.804,-6.863,-10.784,0.471,0.659,0.094
'[23:30:54.236]',96.011,58.285,-0.000,-0.235,-0.486,-9.804,-6.863,-10.784,0.471,0.659,0.094
'[23:30:54.240]',96.011,58.285,-0.000,-0.235,-1.216,-10.784,-6.863,-7.843,0.471,0.659,0.094
'[23:30:54.244]',96.011,58.285,-0.000,-0.227,-1.216,-10.784,-6.863,-7.843,0.471,0.659,0.094
'[23:30:54.248]',96.011,58.285,0.980,-0.227,1.945,-10.784,-6.863,-4.902,0.471,0.659,0.094
'[23:30:54.252]',96.011,58.285,0.980,-0.220,1.945,-10.784,-6.863,-4.902,0.471,0.659,0.094
'[23:30:54.256]',96.011,58.285,-4.902,-0.220,0.243,-10.784,-6.863,-0.980,0.471,0.659,0.094
'[23:30:54.260]',96.011,58.285,-4.902,-0.227,0.243,-3.922,-4.902,-0.980,0.471,0.659,0.094
'[23:30:54.264]',96.011,58.285,-4.902,-0.220,-7.294,-3.922,-4.902,1.961,0.471,0.659,0.094
'[23:30:54.268]',96.011,58.285,-4.902,-0.220,-7.294,-3.922,-4.902,1.961,0.471,0.659,0.094
'[23:30:54.272]',96.011,58.285,-5.882,-0.220,-3.647,-3.922,-4.902,3.922,0.471,0.659,0.094
'[23:30:54.276]',96.011,58.285,-5.882,-0.220,-3.647,-3.922,-4.902,3.922,0.471,0.659,0.094
'[23:30:54.280]',96.011,58.285,-6.863,-0.212,-2.431,-5.882,-4.902,5.882,0.471,0.659,0.094
'[23:30:54.284]',96.011,58.285,-6.863,-0.204,-2.431,-5.882,-4.902,5.882,0.471,0.659,0.094
'[23:30:54.288]',96.011,58.285,-11.765,-0.204,-0.973,-5.882,-4.902,4.902,0.471,0.659,0.094
'[23:30:54.292]',96.011,58.285,-11.765,-0.212,-0.973,-5.882,-4.902,4.902,0.471,0.659,0.094
'[23:30:54.296]',96.011,58.285,-18.627,-0.212,4.863,-5.882,-4.902,-1.961,0.471,0.659,0.094
'[23:30:54.300]',96.011,58.285,-18.627,-0.204,4.863,-8.824,-8.824,-1.961,-0.251,0.439,0.063
'[23:30:54.304]',96.011,58.285,-23.529,-0.204,1.945,-8.824,-8.824,-9.804,-0.251,0.439,0.063
'[23:30:54.308]',96.011,58.285,-23.529,-0.212,1.945,-8.824,-8.824,-9.804,-0.251,0.439,0.063
'[23:30:54.312]',96.011,58.285,-26.471,-0.212,-3.647,-8.824,-8.824,-13.725,-0.251,0.439,0.063
'[23:30:54.316]',96.011,58.285,-26.471,-0.212,-3.647,-8.824,-8.824,-13.725,-0.251,0.439,0.063
'[23:30:54.320]',96.011,58.285,-28.431,-0.212,6.322,-10.784,-12.745,-16.667,-0.251,0.439,0.063
'[23:30:54.324]',96.011,58.285,-28.431,-0.220,6.322,-10.784,-12.745,-16.667,-0.251,0.439,0.063
'[23:30:54.328]',96.011,58.285,-29.412,-0.227,-2.675,-10.784,-12.745,-18.627,-0.251,0.439,0.063
'[23:30:54.332]',96.011,58.285,-29.412,-0.220,-2.675,-10.784,-12.745,-18.627,-0.251,0.439,0.063
